DXCCSID,Region,Discharges,DischargesStdErr,MeanCharges,MeanLOS,MedianLOS,MedianCharges,MeanCost,MedianCost,MeanLOSStdErr,MeanChargesStdErr,MeanCostStdErr
178,0,3225,178,23376,1.8,1,16803,5945,4388,0.1,1204,313
178,1,525,76,26574,1.8,1,18805,5917,4479,0.141,2694,509
178,2,590,77,18795,1.7,1,14956,6137,5023,0.148,1337,403
178,3,1030,106,21175,2,1,15977,5218,3716,0.207,1779,485
178,4,1080,95,26543,1.7,1,17194,6593,4663,0.197,2773,750
179,0,1750,98,26311,2.7,2,17187,6932,4631,0.164,1713,436
179,1,495,54,23483,2.4,2,15929,6290,4529,0.212,3072,646
179,2,370,45,22753,2.8,2,14246,6541,4516,0.255,2337,618
179,3,505,52,30183,3.2,2,16645,7970,4425,0.467,4223,1193
179,4,380,45,28385,2.4,2,22014,6743,5473,0.189,2761,551
180,0,13810,336,31043,1.7,1,26915,7601,6940,0.047,539,108
180,1,2780,162,27239,1.6,1,22217,7031,5995,0.119,1450,308
180,2,1970,109,26292,2,2,24639,8010,7353,0.233,790,265
180,3,5440,209,30496,1.8,2,27298,7098,6676,0.049,737,136
180,4,3620,177,37463,1.6,1,34040,8611,8007,0.051,1183,225
181,0,530015,9236,15661,2.4,2,11730,4154,3269,0.017,204,40
181,1,78980,3292,17933,2.5,2,14116,4684,3822,0.028,648,117
181,2,110105,3510,12949,2.4,2,10304,4087,3342,0.069,257,62
181,3,223495,6614,14518,2.4,2,11144,3673,2918,0.017,268,54
181,4,117435,4289,19102,2.2,2,13924,4834,3653,0.022,565,106
182,0,47140,1042,24841,4.1,3,16807,6680,4684,0.075,551,141
182,1,8750,477,28182,4.4,3,18683,7733,5300,0.185,1253,340
182,2,9450,403,20467,4.1,3,15059,6225,4766,0.148,674,186
182,3,16925,641,20972,4,3,15006,5591,4065,0.117,634,184
182,4,12015,533,31834,4.1,3,20460,7900,5232,0.169,1616,394
183,0,264250,5242,22293,3.6,3,17092,5990,4794,0.026,315,67
183,1,38745,2043,26763,3.9,3,20506,7213,5703,0.058,1038,223
183,2,56110,2110,18863,3.6,3,15321,5851,4858,0.07,441,99
183,3,117985,3846,19921,3.5,3,15892,5125,4232,0.037,388,82
183,4,51410,2014,28623,3.5,3,21740,7325,5800,0.046,938,195
184,0,159530,3264,17286,3.1,2,12435,4542,3403,0.039,273,60
184,1,23075,1056,19962,3,2,14486,5293,4006,0.084,862,165
184,2,32185,1230,13911,3,2,10889,4291,3415,0.083,306,79
184,3,65850,2188,15528,3.2,2,11613,3926,3019,0.064,370,75
184,4,38420,1799,21758,3,2,15116,5412,3861,0.082,662,160
185,0,329070,7499,15970,2.5,2,13170,4414,3756,0.02,250,50
185,1,71230,4159,17919,2.7,3,15810,4816,4268,0.023,574,117
185,2,67775,2652,12939,2.6,2,11212,4306,3688,0.082,234,69
185,3,101755,4321,13681,2.5,2,11680,3764,3276,0.016,357,70
185,4,88310,3638,19691,2.3,2,15741,4976,4069,0.024,632,122
186,0,112675,2386,16556,2.7,2,13335,4491,3763,0.028,263,57
186,1,16575,836,18845,2.9,3,15994,5034,4340,0.046,696,130
186,2,24665,920,13659,2.7,2,11557,4376,3705,0.067,265,73
186,3,41755,1641,14392,2.7,2,12027,3805,3283,0.059,295,68
186,4,29680,1206,21083,2.4,2,16814,5315,4324,0.032,737,165
187,0,132355,2573,20942,3.1,3,17875,5682,4967,0.021,303,59
187,1,23395,1120,22034,3.4,3,19036,6166,5602,0.045,779,157
187,2,28565,1141,17592,3.1,3,16051,5724,5134,0.053,352,87
187,3,47705,1618,18539,3,3,16340,4744,4335,0.033,357,66
187,4,32690,1203,26958,3.1,3,22863,6739,5688,0.038,844,162
188,0,50635,1222,19397,2.9,3,16468,5269,4591,0.02,294,66
188,1,5700,342,19450,3.2,3,16539,5734,5160,0.051,756,186
188,2,10230,408,15451,2.9,3,13789,5311,4730,0.041,303,95
188,3,22340,929,17693,2.8,3,15619,4468,4059,0.031,370,81
188,4,12365,589,26079,2.9,3,22430,6548,5654,0.043,827,189
189,0,498345,9472,19464,2.7,3,16893,5157,4645,0.014,258,47
189,1,77115,3305,21343,3,3,19042,5672,5273,0.021,692,116
189,2,99460,3270,15956,2.7,3,14774,5272,4873,0.042,262,67
189,3,206445,6901,17477,2.5,2,15697,4396,4084,0.021,339,63
189,4,115325,4525,25098,2.7,3,21672,6142,5428,0.029,719,138
190,0,143615,2939,19574,2.9,3,16387,5290,4575,0.019,291,58
190,1,24600,1316,20928,3.1,3,17622,5636,5005,0.04,847,140
190,2,29650,1136,15762,2.9,3,13959,5350,4724,0.052,321,84
190,3,53690,1844,17534,2.8,3,15259,4487,4091,0.03,338,69
190,4,35675,1489,25314,2.8,3,21165,6298,5278,0.034,751,171
191,0,236580,5634,19900,3.4,3,15232,5388,4290,0.03,334,73
191,1,51870,2920,22261,3.4,3,18478,6006,4959,0.046,728,170
191,2,44920,1974,16905,3.5,3,13566,5283,4258,0.092,450,107
191,3,83995,3423,17280,3.4,3,13398,4538,3690,0.049,460,84
191,4,55795,2756,24775,3.2,2,18083,6321,4766,0.057,945,211
192,0,151920,3039,12913,2.1,2,10723,3432,2998,0.018,177,35
192,1,21765,1137,14673,2.3,2,12259,3996,3520,0.038,572,102
192,2,33700,1215,10862,2.2,2,9317,3517,3097,0.058,257,59
192,3,57250,1942,11833,2.1,2,10237,2986,2644,0.021,212,45
192,4,39205,1642,15348,1.9,2,12882,3713,3210,0.025,448,83
193,0,599155,14245,12426,2.1,2,10827,3476,3115,0.015,171,44
193,1,91605,6126,14318,2.3,2,12886,4234,3845,0.014,545,172
193,2,146080,6831,10520,2.2,2,9675,3422,3175,0.052,216,49
193,3,209285,8905,11274,2.1,2,10200,2976,2717,0.018,181,46
193,4,152185,6279,14868,1.9,2,12830,3781,3314,0.017,477,98
194,0,9270,543,13643,2.2,2,11950,3529,3105,0.024,419,96
194,1,605,74,12923,2.2,2,11251,3702,3540,0.054,857,167
194,2,1345,134,10909,2.2,2,9961,4009,3563,0.054,579,176
194,3,5155,433,12831,2.2,2,11236,3196,2869,0.03,574,95
194,4,2165,289,17541,2.1,2,15919,3983,3403,0.063,894,310
195,0,633465,11984,18492,2.8,2,14246,4932,3946,0.021,255,54
195,1,101540,4518,21093,3,3,16970,5604,4584,0.031,728,149
195,2,131445,4665,15140,2.8,2,12261,4785,3891,0.061,294,69
195,3,242450,8256,16692,2.8,2,13152,4304,3515,0.032,331,68
195,4,158030,5770,22636,2.6,2,17505,5637,4352,0.037,653,150
196,0,191730,4081,12868,2.1,2,10554,3325,2811,0.019,171,33
196,1,20710,1047,15477,2.4,2,12836,4088,3518,0.07,629,109
196,2,36350,1286,10745,2.2,2,8885,3534,2987,0.064,257,58
196,3,85920,2952,12009,2.1,2,10388,2883,2512,0.021,217,40
196,4,48750,2278,14889,1.9,2,12064,3634,3019,0.027,446,86
197,0,586530,5895,26015,4.1,3,17739,6823,5074,0.02,267,45
197,1,117775,2724,27750,4.2,3,18171,7101,5241,0.044,805,115
197,2,128730,2413,19275,3.9,3,14184,6329,4857,0.051,280,70
197,3,234025,3714,25063,4.2,3,17362,6220,4645,0.029,354,66
197,4,106000,2778,34550,4.1,3,24565,8503,6337,0.047,762,124
198,0,11570,368,45734,5.5,4,20012,12197,5560,0.169,3012,737
198,1,2280,125,51059,5.5,3,22997,12154,5996,0.348,6207,1067
198,2,2620,213,37451,5.5,4,17098,11891,5499,0.427,4897,1489
198,3,4545,245,41844,5.6,4,18541,10765,4950,0.263,5343,1275
198,4,2125,120,59036,5.4,4,27112,15895,7124,0.339,7382,2017
199,0,44050,743,51603,7.9,5,31394,13039,8648,0.144,1185,228
199,1,7750,273,55001,8,5,32947,13695,9148,0.321,3566,559
199,2,9605,292,36698,6.8,5,24737,11538,8067,0.272,1485,423
199,3,18690,525,50333,8.2,6,31893,12109,8155,0.234,1660,343
199,4,8005,342,69465,8.6,5,41329,16477,10669,0.354,3386,614
200,0,12325,424,41995,4.4,3,23831,10675,6499,0.173,2103,459
200,1,2470,193,50938,4.4,2,24705,11638,7015,0.496,7086,1149
200,2,2420,152,29892,4,3,18546,9139,5730,0.203,2651,690
200,3,5215,285,38545,4.7,3,24233,9630,6157,0.279,2307,531
200,4,2220,195,53441,4.1,2,27778,13833,8099,0.382,5863,1573
201,0,79710,1137,57564,7.4,5,37588,15177,10668,0.083,1019,203
201,1,13880,419,63880,8,6,39122,16067,11174,0.198,3317,479
201,2,17785,503,43743,6.4,5,31975,13747,10249,0.114,1066,284
201,3,32105,783,54385,7.6,6,36719,13972,9937,0.128,1199,295
201,4,15940,501,74685,7.7,5,47890,18617,12579,0.24,3154,641
202,0,11620,297,45756,4.1,3,32449,12537,9545,0.1,1321,325
202,1,2225,130,44230,4.3,3,32304,12375,9528,0.18,2377,704
202,2,2855,151,37958,3.8,3,29225,12214,9925,0.147,1892,518
202,3,4100,182,45072,4.4,3,31693,11925,8536,0.204,2032,578
202,4,2440,124,57917,3.9,3,40675,14176,11126,0.23,4277,819
203,0,1070461,22744,56342,2.7,3,49554,15897,14555,0.015,645,137
203,1,193970,13215,50905,2.9,3,44247,15427,14032,0.036,1664,466
203,2,287925,9913,47175,2.7,3,43557,15548,14202,0.028,786,197
203,3,369941,12931,58121,2.8,3,52314,15127,14043,0.029,970,200
203,4,218625,8786,71252,2.5,2,63363,18271,16724,0.028,1948,307
204,0,41435,919,41785,3,2,32563,11613,9154,0.048,776,207
204,1,7935,363,33798,3.1,3,25022,10004,7144,0.077,1232,371
204,2,10330,417,35119,2.9,3,28028,11509,9159,0.06,1530,449
204,3,14270,634,44061,3,2,35900,11455,9666,0.091,1175,367
204,4,8900,369,54053,2.9,2,41940,13617,11057,0.138,2180,456
205,0,539471,10567,74370,3.1,2,54394,18978,14553,0.021,1069,204
205,1,100890,5246,63204,3.2,2,44731,16607,12499,0.047,2575,518
205,2,120495,4499,60378,3.1,2,45586,17795,13852,0.043,1690,370
205,3,209201,6547,75919,3.1,2,57300,18896,14490,0.037,1494,325
205,4,108885,4585,98234,3,2,71858,22830,17806,0.039,3001,440
206,0,270,42,54753,3.3,3,30860,12254,6499,0.28,11188,2274
206,1,0,0,0,0,0,0,0,0,0,0,0
206,2,90,25,30861,3.9,3,20781,9288,6224,0.431,5999,1463
206,3,90,25,0,2.7,2,0,0,0,0.427,0,0
206,4,0,0,0,0,0,0,0,0,0,0,0
207,0,57715,1111,61706,5.7,4,42827,16452,12256,0.059,1044,253
207,1,11455,491,66258,6.3,5,42922,17716,12115,0.147,2890,768
207,2,15325,572,48893,5.4,4,36833,14965,11856,0.094,1427,403
207,3,19650,662,62323,5.9,5,44668,15722,11904,0.105,1521,378
207,4,11285,476,74329,5.4,4,50620,18635,13647,0.126,2887,525
208,0,4475,245,52454,2.8,2,41460,14520,12321,0.1,1910,397
208,1,940,133,45700,2.6,2,38030,12218,10696,0.173,2722,757
208,2,1000,96,44768,2.9,2,39587,14153,12440,0.19,2043,686
208,3,1330,122,53607,3.2,2,39336,14628,11581,0.236,3905,798
208,4,1205,135,63609,2.5,2,48681,16681,14751,0.158,4982,817
209,0,60770,1731,111928,3.7,3,86827,30213,24841,0.047,2388,469
209,1,9840,787,96193,3.9,3,72001,26807,22279,0.105,5503,1195
209,2,14290,777,91678,3.7,3,77464,27931,23978,0.096,2584,643
209,3,22600,1043,110076,3.6,3,88509,29584,24081,0.071,2886,738
209,4,14040,828,147847,3.8,3,114860,36165,29779,0.115,7260,1130
210,0,16805,542,63333,6.7,4,32606,16138,8850,0.214,3046,711
210,1,3405,250,80127,7.1,4,36123,17225,9207,0.493,12010,1314
210,2,3130,235,52058,6.5,4,27868,15757,8858,0.345,4410,1216
210,3,6690,308,52640,6.8,4,30967,14549,8156,0.394,2081,1380
210,4,3580,285,77584,6.2,4,38931,18529,9890,0.371,6129,1381
211,0,137655,1515,36407,4.2,3,23440,9710,6631,0.037,531,111
211,1,28265,705,37193,4.5,3,23742,9853,6853,0.078,1236,206
211,2,31715,773,29834,3.9,3,20538,9415,6723,0.067,749,201
211,3,51410,904,34942,4.3,3,22501,8856,5972,0.059,870,201
211,4,26265,620,46750,4.1,3,29988,11680,7813,0.099,1442,278
212,0,78160,1788,84918,3.5,3,54972,23795,15345,0.038,2067,646
212,1,14205,903,75317,3.7,3,46794,20751,13642,0.104,4600,1464
212,2,16615,719,73159,3.6,3,49943,22954,15435,0.082,2659,933
212,3,31700,1141,84564,3.5,3,56479,23882,15067,0.053,3172,1191
212,4,15640,751,107922,3.4,3,67954,27474,17976,0.09,6187,1325
213,0,39205,2975,211057,11.3,5,112835,63460,34307,0.45,9453,3050
213,1,7365,1475,163129,9.2,4,89176,48641,27437,1.143,17303,7744
213,2,8635,1232,180622,12.2,5,106062,62584,34490,0.76,9771,4581
213,3,13585,1731,217346,12.6,5,117612,65608,34438,0.894,15312,5838
213,4,9620,1471,267340,10.3,5,145684,72878,41367,0.729,24264,5901
214,0,17820,1108,84239,8.1,3,31889,25187,9461,0.348,5397,1562
214,1,2955,436,91879,8.9,3,33061,25641,9275,1.094,10531,4175
214,2,4220,529,66305,7.6,3,27665,23197,9205,0.695,7666,2743
214,3,6640,696,71470,8,3,29552,21486,8290,0.513,6270,1966
214,4,4005,523,120707,8.4,3,43243,33634,12482,0.673,18286,4324
215,0,9370,505,65740,4.5,2,35222,18463,10614,0.265,4421,1162
215,1,1960,253,71143,4.8,3,34695,19029,10944,0.543,10829,3067
215,2,2110,249,55829,4.4,2,31389,18628,10060,0.686,6526,2553
215,3,3135,270,61994,4.8,3,33501,16901,9680,0.47,8628,1848
215,4,2165,239,76655,3.6,2,49203,20245,12756,0.355,7793,1902
216,0,7980,667,73992,5.4,3,47571,21945,14772,0.236,3667,948
216,1,1390,228,83486,5.7,3,52586,21799,15039,0.465,7764,1542
216,2,1935,307,67703,5.6,3,47960,22972,15486,0.507,5875,2113
216,3,2885,474,70186,5.5,3,42643,21173,13749,0.429,6730,1651
216,4,1770,273,80071,4.5,2,54178,22283,16237,0.432,8386,2016
217,0,52340,2848,90854,5.1,3,56116,26821,17140,0.199,2736,859
217,1,7935,1156,71265,4.6,3,46196,21337,14662,0.385,4077,2255
217,2,12105,1258,84091,5.5,3,52220,28679,17367,0.518,5838,2298
217,3,19460,1632,88827,4.9,3,60520,25277,17639,0.333,3516,1133
217,4,12840,1590,113360,5.4,3,59773,31067,18032,0.313,7908,1544
218,0,3814965,66290,13911,3.5,2,3578,3602,1042,0.034,357,82
218,1,616980,26876,18404,3.7,2,5831,4763,1594,0.07,1038,245
218,2,812219,25674,11047,3.4,2,3534,3338,1168,0.08,536,147
218,3,1461411,45253,12287,3.6,2,2948,3087,782,0.059,526,118
218,4,924355,31065,16114,3.1,2,3995,3884,1052,0.059,859,186
219,0,19190,2129,208827,29.8,17,87176,66229,28974,1.043,9874,3504
219,1,2220,507,189371,26.5,16,62685,61220,24534,2.47,32310,10820
219,2,6925,1791,195849,31.5,18,92582,74270,34549,2.06,12796,5297
219,3,6375,844,195408,31.6,18,72367,57246,22864,1.793,18255,6514
219,4,3670,597,276862,25.8,16,133560,70205,33920,1.551,26528,6714
220,0,2250,225,153003,13.1,10,105239,46112,31987,0.67,11826,3273
220,1,365,76,149085,13.1,9,115304,39976,30607,1.291,23468,6094
220,2,515,100,114064,13.6,9,87559,40703,27573,1.623,13370,5109
220,3,720,134,125751,12.9,10,93671,40643,28111,1.086,11442,4747
220,4,650,130,222458,13.1,10,164642,61416,45600,1.314,31033,7868
221,0,8300,756,230573,28.9,15,98918,66851,30430,1.337,16212,4897
221,1,755,132,233441,25.1,11,82816,62326,28178,2.729,34948,8208
221,2,2095,304,155940,23.7,13,88775,48818,28916,1.705,12827,4523
221,3,4000,612,241722,32.3,17,98235,73537,30255,2.111,25323,8409
221,4,1450,296,306518,28.8,17,138028,76756,38514,3.119,45000,10684
222,0,37680,1235,9472,1.9,1,5011,2639,1483,0.043,495,139
222,1,6685,421,9549,1.7,1,5813,2528,1680,0.074,958,155
222,2,7105,476,8966,2,1,3698,2970,1322,0.18,2050,598
222,3,11325,624,7259,1.9,2,3739,2035,1077,0.053,440,148
222,4,12565,856,11850,1.8,1,7310,3082,1914,0.051,612,174
223,0,770,81,60159,6.5,3,36289,19571,11093,0.792,6052,2339
223,1,155,40,62918,5.1,3,45454,17858,11899,1.179,12418,3471
223,2,205,39,49735,6.2,3,26232,18070,10753,0.911,6648,2608
223,3,245,44,54104,7,4,36211,17271,9836,1.311,10978,4039
223,4,165,39,78695,0,0,46315,26299,11857,0,17202,7567
224,0,64895,3942,68259,8.2,3,19573,20607,5838,0.314,3893,1361
224,1,8905,1140,80444,8.6,3,20190,20824,5682,0.898,15290,3546
224,2,14595,1945,56480,7.8,3,18648,19337,6418,0.436,4894,1836
224,3,25860,2530,65544,8.8,3,17908,20354,5068,0.519,5153,2359
224,4,15535,2013,77025,7.5,3,23624,22142,6527,0.68,9375,3148
225,0,25700,646,57664,3.2,2,44289,15251,12633,0.077,1127,240
225,1,5080,367,52360,3.3,3,37014,14139,11227,0.161,2999,709
225,2,5275,267,47672,3.1,2,39513,14835,12361,0.115,1724,449
225,3,9175,352,57196,3.4,2,45319,14270,12365,0.162,1651,320
225,4,6170,295,71661,3,2,56814,18101,15085,0.126,2632,530
226,0,309615,3618,60896,5.5,5,49264,16133,13941,0.026,616,113
226,1,55690,1542,58493,5.8,5,46089,16295,14019,0.063,1443,226
226,2,69500,1524,48463,5.2,4,42057,15581,13884,0.048,659,143
226,3,123815,2456,60875,5.6,5,49988,14987,13049,0.044,1005,205
226,4,60610,1536,78368,5.1,4,64486,19154,16431,0.052,1756,275
227,0,12965,515,192744,11.7,7,117324,48103,31998,0.326,6926,1283
227,1,2270,196,189419,11.6,7,101676,44439,29351,0.695,14334,2407
227,2,2950,211,142815,10.1,7,99003,42574,30092,0.489,7306,2195
227,3,4875,362,187554,13.2,9,127347,47071,33108,0.591,8902,1777
227,4,2870,227,257598,10.9,7,145001,58835,39689,0.707,22802,3830
228,0,45960,1584,53206,3.5,2,34642,13325,9043,0.061,1411,287
228,1,9280,599,48705,3.4,2,31402,11586,7935,0.127,3051,532
228,2,8790,533,42450,3.4,2,28274,12429,8357,0.11,1730,449
228,3,16960,1113,53374,3.7,2,35340,13270,9035,0.103,2143,402
228,4,10930,792,65509,3.3,2,42856,15654,10584,0.137,3947,867
229,0,127125,2501,52415,3.5,3,37305,13211,10043,0.038,927,166
229,1,23590,933,46791,3.6,3,32580,11724,8836,0.079,1996,259
229,2,25055,813,42498,3.5,3,32504,12781,10108,0.062,1054,246
229,3,49105,1838,54866,3.8,3,39864,13075,10037,0.073,1513,300
229,4,29375,1161,61596,3.1,2,43683,15094,11260,0.07,2490,433
230,0,228805,4070,64965,4.8,3,44814,16796,12444,0.048,1183,222
230,1,42460,1587,61173,5,3,39597,15468,11263,0.114,3149,394
230,2,50390,1541,52032,4.4,3,38435,15637,12092,0.065,1357,295
230,3,89135,3008,66564,5,3,46660,16497,12191,0.089,1985,427
230,4,46820,1620,79735,4.4,3,55878,19955,14804,0.093,2777,510
231,0,214535,4308,55589,5,4,30532,14149,8137,0.047,1159,244
231,1,40410,1782,50871,5,4,30120,12691,7871,0.083,2436,305
231,2,49155,1684,42846,4.7,4,24234,12857,7623,0.063,1277,299
231,3,80990,2983,55653,5.2,4,31181,13562,7682,0.089,1904,458
231,4,43980,1910,74472,5,3,39550,18136,10052,0.112,3186,645
232,0,20655,437,35708,3,2,26852,9436,7277,0.05,688,160
232,1,4555,205,31955,3.3,3,24296,8825,6990,0.122,1310,329
232,2,5220,228,29856,2.9,2,22913,9175,7256,0.099,1044,306
232,3,6740,251,39507,3.1,2,28819,9571,6986,0.086,1445,311
232,4,4140,186,41103,2.6,2,32639,10255,8486,0.089,1437,312
233,0,200405,5284,79430,6.1,3,38786,19539,9852,0.078,1876,320
233,1,37525,2209,79987,6,3,38830,18255,9410,0.152,4888,486
233,2,43275,1881,58927,5.5,3,30938,17096,9012,0.108,1585,447
233,3,73285,3570,74807,6.5,3,36953,18132,9083,0.144,2869,562
233,4,46320,2599,106438,6.2,3,52436,25343,12738,0.182,4742,799
234,0,90585,2991,88022,6.6,4,43808,22252,11879,0.106,2583,488
234,1,14985,985,88397,6.7,4,41726,20848,11171,0.242,7216,921
234,2,18505,1014,70054,6.2,4,36803,20720,11084,0.176,3318,990
234,3,36425,2325,87641,7.1,4,43217,22047,11276,0.199,4329,913
234,4,20670,1243,104665,5.9,4,54903,25066,14462,0.139,5543,843
235,0,27455,933,42882,2.9,2,28541,10509,7406,0.071,1468,280
235,1,5875,426,39262,2.8,2,23168,9137,6170,0.165,3814,477
235,2,4945,309,33941,2.8,2,24353,9725,7162,0.131,1624,401
235,3,10075,585,40624,3.2,2,29129,9925,7233,0.117,1840,410
235,4,6560,500,56371,2.7,2,37155,13267,9208,0.152,3864,823
236,0,36290,1017,44075,3.8,2,26336,11032,6859,0.075,1459,278
236,1,6585,354,38549,3.6,2,23839,9577,6078,0.143,2203,469
236,2,6835,327,34319,3.7,2,21881,10619,6881,0.146,1640,506
236,3,14050,670,46685,4.2,2,26530,10975,6632,0.141,2822,488
236,4,8820,595,51763,3.5,2,31316,12596,8210,0.129,3273,666
237,0,633005,11136,78073,6,4,50166,20175,13748,0.049,1430,259
237,1,116940,5238,83067,6.5,4,49665,20654,13641,0.11,4463,585
237,2,146230,5619,64465,5.7,4,44591,19202,13699,0.107,1684,415
237,3,244670,6906,72894,6.1,4,48351,18740,12787,0.082,1525,394
237,4,125165,4161,100173,5.4,4,64487,23837,16148,0.086,4376,746
238,0,459630,6440,52732,5.8,4,30294,13565,8305,0.039,836,152
238,1,91765,3113,56797,6,4,30916,14278,8567,0.09,2457,366
238,2,103025,3430,42575,5.5,4,26421,12926,8175,0.083,1083,296
238,3,176165,3778,49732,6.1,4,29192,12421,7663,0.067,1130,230
238,4,88675,2395,66899,5.5,4,38703,15978,9682,0.068,2250,389
239,0,33495,612,30048,3.5,3,21376,7563,5766,0.049,592,101
239,1,7250,286,30335,3.6,3,20631,7800,5903,0.106,1213,216
239,2,7350,243,23364,3.7,3,18106,7247,5823,0.114,677,174
239,3,11795,351,29116,3.5,3,21183,6772,5064,0.078,1137,178
239,4,7100,332,38443,3.1,2,28247,9025,6882,0.105,1360,242
240,0,32255,3343,112894,8.9,4,38252,29174,9368,0.402,7219,1783
240,1,5845,1196,109242,8.4,4,41327,23902,10268,0.591,16131,2052
240,2,6235,846,93599,8.5,4,33357,29880,9752,0.489,10865,4550
240,3,13990,2824,101567,8.4,3,36051,25551,7629,0.786,9627,2147
240,4,6185,1026,160680,10.7,6,50598,41807,14046,0.532,22887,4972
241,0,82905,1276,27892,3.2,2,16434,7220,4605,0.037,475,99
241,1,13900,493,28123,3.5,2,17197,7591,5163,0.088,1046,201
241,2,20195,618,19672,2.9,2,12631,6107,4060,0.081,496,140
241,3,32610,852,26450,3.2,2,16189,6346,4086,0.052,680,135
241,4,16200,525,41165,3.5,2,24214,10139,6394,0.097,1604,328
242,0,128545,1779,29685,3.4,2,17715,7757,4955,0.038,457,96
242,1,22920,819,32065,3.6,2,18212,8521,5430,0.12,1505,262
242,2,29365,816,23759,3.3,2,14688,7267,4667,0.078,598,183
242,3,51220,1152,27924,3.4,2,17162,6912,4384,0.057,616,142
242,4,25040,708,38128,3.3,2,23633,9401,6128,0.071,1209,237
243,0,15945,388,42540,3.5,2,20391,11204,5583,0.102,1512,375
243,1,2435,138,43204,4.4,2,18825,10743,5484,0.326,4002,791
243,2,3545,178,27944,3.7,2,15748,8490,4974,0.282,1978,580
243,3,6835,265,40452,3.2,2,21696,10679,5506,0.11,1644,476
243,4,3130,171,63137,3.2,2,27536,15804,7112,0.202,5333,1277
244,0,64275,1284,40986,4.1,2,22347,10818,6249,0.074,1093,233
244,1,12390,525,44650,4.6,2,21464,11309,6134,0.214,3376,676
244,2,13850,508,34449,4.3,3,19145,11059,6410,0.145,1406,525
244,3,22650,720,37297,4.1,2,21863,9402,5686,0.095,1245,274
244,4,15385,772,49517,3.7,2,26749,12363,7200,0.163,2868,504
245,0,135360,2248,27422,2.6,2,20974,6647,5412,0.024,360,54
245,1,36075,1426,28499,2.8,2,20907,7176,5752,0.049,949,134
245,2,26080,804,21541,2.7,2,16988,6585,5321,0.083,415,106
245,3,53620,1379,27089,2.6,2,21598,6019,4984,0.026,483,68
245,4,19585,686,34204,2.3,2,26513,7507,6214,0.045,915,135
246,0,51890,1075,24291,3.1,2,16396,6551,4732,0.032,408,112
246,1,10850,498,27864,3.3,3,19326,7122,5419,0.077,999,196
246,2,10965,420,19255,3.1,2,13427,6411,4673,0.071,620,211
246,3,21305,766,22072,3.2,2,15114,5789,4122,0.051,534,199
246,4,8770,379,31884,3,2,21248,7951,5660,0.073,1325,258
247,0,12390,435,27005,3.2,3,18639,7041,5253,0.052,761,151
247,1,2620,183,30761,3.2,2,19616,7193,5145,0.121,2255,304
247,2,2260,156,24065,3.2,3,17328,7761,5986,0.122,1253,380
247,3,5080,304,23948,3.3,3,17746,6169,4870,0.079,819,183
247,4,2430,197,32210,2.9,2,22562,8113,5783,0.115,2058,438
248,0,30970,690,96098,9.4,7,64671,23793,17634,0.126,1852,363
248,1,6625,338,105791,10.4,8,72095,25817,19399,0.314,4787,900
248,2,6415,283,76224,8.7,7,56005,22246,17200,0.219,2397,604
248,3,13745,484,90179,9.5,7,61054,21622,16054,0.187,2662,498
248,4,4185,220,131465,8.9,6,88732,30348,22468,0.345,5937,1209
249,0,2455,120,62276,5.1,3,31494,17044,9705,0.286,5519,1387
249,1,330,44,51369,4.7,4,26891,13756,8855,0.616,9152,2356
249,2,610,60,49064,4.5,3,29064,15719,10535,0.44,6474,2069
249,3,1100,82,70023,5.4,3,31494,18157,8460,0.473,10871,2597
249,4,415,48,69807,5.3,3,43328,18712,12594,0.77,8114,2444
250,0,37730,715,23063,3.2,2,16154,6192,4580,0.047,418,98
250,1,5525,252,24711,3.3,2,16373,6650,4937,0.106,1133,280
250,2,9280,378,19902,3.5,3,14327,6425,4896,0.128,640,187
250,3,16310,485,21680,3.3,2,15958,5487,4081,0.063,571,127
250,4,6615,264,29847,2.8,2,20229,7290,5337,0.077,1384,296
251,0,116590,1961,24390,2.9,2,18846,6203,5033,0.025,317,53
251,1,22415,815,24776,2.9,2,18313,6403,5143,0.052,932,143
251,2,27085,826,19828,3,2,15947,6322,5188,0.056,368,102
251,3,45380,1420,24352,2.9,2,19422,5625,4615,0.041,449,68
251,4,21710,694,29854,2.6,2,22832,7098,5675,0.053,875,144
252,0,24225,494,23292,3.6,3,17470,6617,5266,0.113,395,140
252,1,4135,188,25998,3.7,3,17715,7110,5562,0.246,1274,257
252,2,6690,280,18752,3.9,3,14711,6881,5468,0.232,587,225
252,3,8920,301,22755,3.5,3,17640,5865,4665,0.207,616,303
252,4,4480,199,28782,3.3,3,23472,7310,5985,0.172,909,204
253,0,23885,540,23027,3,2,13855,6238,3904,0.069,626,196
253,1,5515,282,21996,2.8,2,14128,5792,3940,0.099,949,219
253,2,5235,255,19030,3,2,12241,6016,3969,0.108,873,292
253,3,8565,324,21614,3.2,2,12574,5809,3395,0.158,1263,445
253,4,4570,205,31889,2.9,2,18735,7928,4765,0.107,1589,383
254,0,391630,13019,50951,13.1,11,37815,13877,10763,0.107,1083,245
254,1,66405,5946,59113,13.2,12,43431,15911,12338,0.219,3176,675
254,2,113240,6151,38912,12.4,11,31794,12857,10466,0.143,948,261
254,3,141145,8382,45156,13.1,12,35159,11680,9540,0.162,1372,246
254,4,70840,5103,74283,14.3,12,56575,18044,13526,0.378,3166,883
255,0,2490,282,15040,4.1,2,5397,4210,1571,0.605,2376,623
