RegionType,RegionID,CatID,CatVal,Year,Population
1,134,4,2,2012,109846
1,134,4,3,2012,38376
1,134,4,4,2012,19371
1,134,4,5,2012,5311
1,134,4,6,2012,24376
1,137,0,0,2012,386118
1,137,1,1,2012,56924
1,137,1,2,2012,90981
1,137,1,3,2012,112922
1,137,1,4,2012,125291
1,137,2,1,2012,187000
1,137,2,2,2012,199118
1,137,4,1,2012,322926
1,137,4,2,2012,17463
1,137,4,3,2012,36192
1,137,4,4,2012,4822
1,137,4,5,2012,638
1,137,4,6,2012,4077
1,139,0,0,2012,410328
1,139,1,1,2012,73332
1,139,1,2,2012,134107
1,139,1,3,2012,124513
1,139,1,4,2012,78376
1,139,2,1,2012,197576
1,139,2,2,2012,212752
1,139,4,1,2012,290644
1,139,4,2,2012,64802
1,139,4,3,2012,30013
1,139,4,4,2012,16595
1,139,4,5,2012,798
1,139,4,6,2012,7476
1,140,0,0,2012,835293
1,140,1,1,2012,196563
1,140,1,2,2012,331824
1,140,1,3,2012,207520
1,140,1,4,2012,99386
1,140,2,1,2012,413554
1,140,2,2,2012,421739
1,140,4,1,2012,492567
1,140,4,2,2012,260863
1,140,4,3,2012,54078
1,140,4,4,2012,12693
1,140,4,5,2012,2350
1,140,4,6,2012,12742
1,141,0,0,2012,1388290
1,141,1,1,2012,328177
1,141,1,2,2012,527051
1,141,1,3,2012,355511
1,141,1,4,2012,177551
1,141,2,1,2012,677045
1,141,2,2,2012,711245
1,141,4,1,2012,781539
1,141,4,2,2012,201152
1,141,4,3,2012,325627
1,141,4,4,2012,47603
1,141,4,5,2012,2721
1,141,4,6,2012,29648
1,142,0,0,2012,216728
1,142,1,1,2012,56622
1,142,1,2,2012,77721
1,142,1,3,2012,55710
1,142,1,4,2012,26675
1,142,2,1,2012,104224
1,142,2,2,2012,112504
1,142,4,1,2012,93213
1,142,4,2,2012,112691
1,142,4,3,2012,6312
1,142,4,4,2012,2063
1,142,4,5,2012,198
1,142,4,6,2012,2251
1,144,0,0,2012,6255639
1,144,1,1,2012,1621221
1,144,1,2,2012,2442044
1,144,1,3,2012,1575409
1,144,1,4,2012,616965
1,144,2,1,2012,3051759
1,144,2,2,2012,3203880
1,144,4,1,2012,3396149
1,144,4,2,2012,1791728
1,144,4,3,2012,670959
1,144,4,4,2012,274043
1,144,4,5,2012,12217
1,144,4,6,2012,110543
1,145,0,0,2012,676751
1,145,1,1,2012,166361
1,145,1,2,2012,239355
1,145,1,3,2012,182221
1,145,1,4,2012,88814
1,145,2,1,2012,330297
1,145,2,2,2012,346454
1,145,4,1,2012,373001
1,145,4,2,2012,252904
1,145,4,3,2012,27648
1,145,4,4,2012,10332
1,145,4,5,2012,1648
1,145,4,6,2012,11218
1,146,0,0,2012,346891
1,146,1,1,2012,89379
1,146,1,2,2012,130059
1,146,1,3,2012,86477
1,146,1,4,2012,40976
1,146,2,1,2012,170199
1,146,2,2,2012,176692
1,146,4,1,2012,176946
1,146,4,2,2012,136661
1,146,4,3,2012,18940
1,146,4,4,2012,5682
1,146,4,5,2012,800
1,146,4,6,2012,7862
1,147,0,0,2012,740113
1,147,1,1,2012,182057
1,147,1,2,2012,265587
1,147,1,3,2012,196484
1,147,1,4,2012,95985
1,147,2,1,2012,363929
1,147,2,2,2012,376184
1,147,4,1,2012,411194
1,147,4,2,2012,281818
1,147,4,3,2012,26353
1,147,4,4,2012,9308
1,147,4,5,2012,1005
1,147,4,6,2012,10435
1,148,0,0,2012,295844
1,148,1,1,2012,74464
1,148,1,2,2012,104978
1,148,1,3,2012,76429
1,148,1,4,2012,39973
1,148,2,1,2012,145242
1,148,2,2,2012,150602
1,148,4,1,2012,235099
