HSANumber,HSACity,HSAState
45175,McAllen,TX
45176,McCamey,TX
45177,McKinney,TX
45180,Mexia,TX
45181,Midland,TX
45182,Mineral Wells,TX
45185,Monahans,TX
45187,Mount Pleasant,TX
45188,Mount Vernon,TX
45189,Muenster,TX
45191,Nacogdoches,TX
45194,Navasota,TX
45196,New Braunfels,TX
45197,Nocona,TX
45198,Odessa,TX
45199,Olney,TX
45200,Orange,TX
45201,Palacios,TX
45202,Palestine,TX
45203,Pampa,TX
45204,Paris,TX
45205,Pasadena,TX
45207,Pecos,TX
45208,Perryton,TX
45209,Pittsburg,TX
45211,Plano,TX
45212,Port Arthur,TX
45213,Port Lavaca,TX
45215,Quanah,TX
45216,Quitman,TX
45218,Rankin,TX
45219,Refugio,TX
45221,Richmond,TX
45223,Rockdale,TX
45224,Rotan,TX
45225,Round Rock,TX
45226,Rowlett,TX
45228,San Angelo,TX
45229,San Antonio,TX
45232,San Marcos,TX
45233,Seguin,TX
45235,Seymour,TX
45236,Shamrock,TX
45237,Sherman,TX
45240,Snyder,TX
45241,Sonora,TX
45245,Stephenville,TX
45246,Sulphur Springs,TX
45248,Sweetwater,TX
45250,Taylor,TX
45251,Temple,TX
45252,Terrell,TX
45253,Texarkana,TX
45254,Texas City,TX
45257,Tomball,TX
45258,Trinity,TX
45260,Tyler,TX
45261,Uvalde,TX
45263,Vernon,TX
45264,Victoria,TX
45265,Waco,TX
45266,Waxahachie,TX
45267,Weatherford,TX
45268,Webster,TX
45269,Weimar,TX
45270,Wellington,TX
45271,Weslaco,TX
45273,Wharton,TX
45274,Wheeler,TX
45275,Whitney,TX
45276,Wichita Falls,TX
45277,Winnie,TX
45278,Winnsboro,TX
45279,Winters,TX
45280,Woodville,TX
45281,Wylie,TX
46001,American Fork,UT
46002,Beaver,UT
46003,Bountiful,UT
46004,Brigham City,UT
46005,Cedar City,UT
46006,Delta,UT
46007,Fillmore,UT
46008,Gunnison,UT
46010,Kanab,UT
46011,Layton,UT
46012,Logan,UT
46013,Milford,UT
46014,Moab,UT
46015,Monticello,UT
46016,Monument Valley,UT
46017,Mount Pleasant,UT
46019,Nephi,UT
46020,Ogden,UT
46022,Panguitch,UT
46023,Payson,UT
46024,Price,UT
46025,Provo,UT
46026,Richfield,UT
46027,Roosevelt,UT
46028,Salt Lake City,UT
46030,St. George,UT
46032,Tremonton,UT
46033,Vernal,UT
47002,Bennington,VT
47003,Berlin,VT
47004,Brattleboro,VT
47005,Burlington,VT
47006,Middlebury,VT
47007,Morrisville,VT
47008,Newport,VT
47009,Randolph,VT
47010,Rutland,VT
47011,Springfield,VT
47012,St. Albans,VT
47013,St. Johnsbury,VT
47014,Townshend,VT
47015,Windsor,VT
49001,Abingdon,VA
49002,Alexandria,VA
49003,Arlington,VA
49004,Bedford,VA
49005,Big Stone Gap,VA
49006,Blacksburg,VA
49007,Charlottesville,VA
49008,Chesapeake,VA
49009,Clintwood,VA
49010,Culpeper,VA
49011,Danville,VA
49012,Emporia,VA
49013,Fairfax,VA
49014,Falls Church,VA
49015,Farmville,VA
49016,Franklin,VA
49017,Fredericksburg,VA
49018,Front Royal,VA
49019,Galax,VA
49020,Gloucester,VA
49021,Grundy,VA
49022,Hampton,VA
49023,Harrisonburg,VA
49024,Hopewell,VA
49025,Hot Springs,VA
49026,Kilmarnock,VA
49027,Lebanon,VA
49028,Leesburg,VA
49029,Lexington,VA
49030,Low Moor,VA
49031,Luray,VA
49032,Lynchburg,VA
49033,Manassas,VA
49034,Marion,VA
49035,Martinsville,VA
49036,Nassawadox,VA
49037,Newport News,VA
49038,Norfolk,VA
49039,Norton,VA
49040,Pearisburg,VA
49041,Pennington Gap,VA
49042,Petersburg,VA
49043,Portsmouth,VA
49044,Pulaski,VA
49045,Radford,VA
49046,Reston,VA
49047,Richlands,VA
49048,Richmond,VA
49049,Roanoke,VA
49050,Rocky Mount,VA
49051,Salem,VA
49052,South Boston,VA
49053,South Hill,VA
49054,Staunton,VA
49055,Stuart,VA
49056,Suffolk,VA
49057,Tappahannock,VA
49058,Tazewell,VA
49059,Virginia Beach,VA
49060,Warrenton,VA
49062,Williamsburg,VA
49063,Winchester,VA
49065,Woodbridge,VA
49066,Woodstock,VA
49067,Wytheville,VA
50001,Aberdeen,WA
50002,Anacortes,WA
50003,Arlington,WA
50004,Auburn,WA
50005,Bellevue,WA
50006,Bellingham,WA
50007,Bremerton,WA
50008,Brewster,WA
50009,Centralia,WA
50010,Chelan,WA
50011,Chewelah,WA
50012,Clarkston,WA
50013,Colfax,WA
50014,Colville,WA
50015,Coupeville,WA
50016,Davenport,WA
50017,Dayton,WA
50018,Edmonds,WA
50019,Ellensburg,WA
50020,Enumclaw,WA
50022,Everett,WA
50023,Federal Way,WA
50024,Forks,WA
50025,Goldendale,WA
50026,Grand Coulee,WA
50027,Ilwaco,WA
50028,Kennewick,WA
50029,Kirkland,WA
50031,Longview,WA
50033,Monroe,WA
50034,Morton,WA
50035,Moses Lake,WA
50036,Mount Vernon,WA
50039,Olympia,WA
50040,Omak,WA
50041,Othello,WA
50042,Pasco,WA
50044,Port Angeles,WA
50045,Port Townsend,WA
50046,Prosser,WA
50047,Pullman,WA
50048,Puyallup,WA
50050,Renton,WA
50051,Republic,WA
50052,Richland,WA
50053,Ritzville,WA
50054,Seattle,WA
50056,Shelton,WA
50058,South Bend,WA
50059,Spokane,WA
50060,Sunnyside,WA
50061,Tacoma,WA
50062,Tonasket,WA
50063,Toppenish,WA
50064,Vancouver,WA
50065,Walla Walla,WA
50066,Wenatchee,WA
50067,White Salmon,WA
50068,Yakima,WA
51001,Beckley,WV
51002,Berkeley Springs,WV
51003,Bluefield,WV
51004,Buckhannon,WV
51005,Charleston,WV
51006,Clarksburg,WV
51007,Elkins,WV
51008,Fairmont,WV
51009,Gassaway,WV
51010,Glen Dale,WV
51011,Grafton,WV
51012,Grantsville,WV
51013,Hinton,WV
51014,Huntington,WV
51015,Hurricane,WV
51017,Kingwood,WV
51018,Logan,WV
51020,Man,WV
51021,Marlinton,WV
51022,Martinsburg,WV
51023,Montgomery,WV
51024,Morgantown,WV
51025,New Martinsville,WV
51026,Oak Hill,WV
51027,Parkersburg,WV
51028,Petersburg,WV
51029,Philippi,WV
51030,Point Pleasant,WV
51031,Princeton,WV
51032,Ranson,WV
51033,Richwood,WV
51034,Ripley,WV
51035,Romney,WV
51036,Ronceverte,WV
51037,Sistersville,WV
51038,South Charleston,WV
51039,Spencer,WV
51040,Summersville,WV
51041,Webster Springs,WV
51042,Weirton,WV
51043,Weston,WV
51044,Wheeling,WV
51045,Williamson,WV
52001,Amery,WI
52002,Antigo,WI
52003,Appleton,WI
52004,Arcadia,WI
52005,Ashland,WI
52006,Baldwin,WI
52007,Baraboo,WI
52008,Barron,WI
52009,Beaver Dam,WI
52010,Beloit,WI
52011,Berlin,WI
52012,Black River Falls,WI
52013,Bloomer,WI
52014,Boscobel,WI
52015,Brookfield,WI
52016,Burlington,WI
52017,Chilton,WI
52018,Chippewa Falls,WI
52020,Columbus,WI
52021,Cudahy,WI
52022,Cumberland,WI
52023,Darlington,WI
52024,Dodgeville,WI
52025,Durand,WI
52026,Eagle River,WI
52027,Eau Claire,WI
52028,Edgerton,WI
52029,Elkhorn,WI
52030,Fond Du Lac,WI
52031,Fort Atkinson,WI
52033,Friendship,WI
52034,Grantsburg,WI
52035,Green Bay,WI
52036,Hartford,WI
52037,Hayward,WI
52038,Hillsboro,WI
52039,Hudson,WI
52041,Janesville,WI
52043,Kenosha,WI
52044,Kewaunee,WI
52045,La Crosse,WI
52046,Ladysmith,WI
52047,Lancaster,WI
52048,Madison,WI
52049,Manitowoc,WI
52050,Marinette,WI
52051,Marshfield,WI
52052,Mauston,WI
52053,Medford,WI
52054,Menomonee Falls,WI
52055,Menomonie,WI
52056,Merrill,WI
52057,Milwaukee,WI
52058,Monroe,WI
52059,Neenah,WI
52060,Neillsville,WI
52061,New London,WI
52062,New Richmond,WI
52063,Oconomowoc,WI
52065,Oconto Falls,WI
52066,Osceola,WI
52067,Oshkosh,WI
52069,Park Falls,WI
52070,Phelps,WI
52071,Platteville,WI
52072,Plymouth,WI
52073,Port Washington,WI
52074,Portage,WI
52075,Prairie Du Chien,WI
52076,Prairie Du Sac,WI
52077,Racine,WI
52078,Reedsburg,WI
52079,Rhinelander,WI
52080,Rice Lake,WI
52081,Richland Center,WI
52082,Ripon,WI
52083,River Falls,WI
52084,Shawano,WI
52085,Sheboygan,WI
52086,Shell Lake,WI
52088,Spooner,WI
52089,St. Croix Falls,WI
52090,Stanley,WI
52091,Stevens Point,WI
52092,Stoughton,WI
52093,Sturgeon Bay,WI
52095,Tomah,WI
52096,Two Rivers,WI
52097,Viroqua,WI
52098,Watertown,WI
52099,Waukesha,WI
52100,Waupaca,WI
52101,Waupun,WI
52102,Wausau,WI
52103,West Allis,WI
52104,West Bend,WI
52105,Whitehall,WI
52106,Wild Rose,WI
52107,Wisconsin Rapids,WI
52108,Woodruff,WI
53001,Afton,WY
53002,Buffalo,WY
53003,Casper,WY
53004,Cheyenne,WY
53005,Cody,WY
53006,Douglas,WY
53007,Evanston,WY
53008,Gillette,WY
53010,Jackson,WY
53011,Kemmerer,WY
53012,Lander,WY
53013,Laramie,WY
53014,Lovell,WY
53015,Lusk,WY
53016,Newcastle,WY
53017,Powell,WY
53018,Rawlins,WY
53019,Riverton,WY
53020,Rock Springs,WY
53021,Sheridan,WY
53022,Sundance,WY
53023,Thermopolis,WY
53024,Torrington,WY
53025,Wheatland,WY
53026,Worland,WY
