PRCCSID,Region,Discharges,MeanLOS,MedianLOS,MeanCharges,MedianCharges,MeanCost,MedianCost,DischargesStdErr,MeanLOSStdErr,MeanChargesStdErr,MeanCostStdErr
226,1,7950,4.8,3.0,41339,26676,10409,7447,1247,0.224,2716,441
226,2,6110,5.0,4.0,34231,26180,10557,7989,349,0.181,1131,452
226,3,11845,5.6,4.0,39154,26163,10058,7066,974,0.213,1885,425
226,4,42405,3.1,2.0,46178,29914,10300,6865,2256,0.093,2124,433
227,0,119420,4.1,3.0,35592,22988,9405,6488,7460,0.095,1584,389
227,1,37380,4.0,3.0,40072,27158,9918,6837,3496,0.121,2905,848
227,2,28550,3.9,3.0,28576,20363,8627,6391,4748,0.179,2696,657
227,3,34315,4.3,3.0,30982,21682,8501,6149,3752,0.109,1420,341
227,4,19175,4.1,3.0,45694,23232,11226,6708,2608,0.397,5874,1304
228,0,1060305,2.7,2.0,10154,4055,2569,1147,35430,0.029,324,61
228,1,222285,2.9,2.0,11588,6662,2878,1679,13176,0.035,588,93
228,2,142535,2.8,2.0,7174,3638,2192,1117,10197,0.157,366,95
228,3,402130,2.7,2.0,7659,3075,2111,864,23073,0.031,274,76
228,4,293355,2.6,2.0,14379,4799,3216,1189,21104,0.048,977,174
229,0,9410,3.9,2.0,37117,21981,9518,5850,293,0.191,1380,310
229,1,1820,4.1,2.0,34411,19106,8892,5409,122,0.705,3228,660
229,2,1690,4.1,2.0,29552,19448,8710,5875,114,0.347,2113,526
229,3,3320,4.1,2.0,37142,22221,9054,5551,166,0.274,2391,515
229,4,2580,3.5,2.0,44365,26373,11193,6719,175,0.245,2966,712
230,0,0,0,0,0,0,0,0,0,0,0,0
230,2,0,0,0,0,0,0,0,0,0,0,0
230,3,0,0,0,0,0,0,0,0,0,0,0
230,4,0,0,0,0,0,0,0,0,0,0,0
231,0,631880,5.5,3.0,45032,22358,11871,6515,26262,0.071,1224,268
231,1,219640,5.1,3.0,38894,21585,10711,6537,20789,0.117,1906,347
231,2,82105,6.0,3.0,43667,23114,13006,7217,8309,0.259,1747,501
231,3,167950,6.5,4.0,43299,20164,11610,6186,11534,0.171,1749,509
231,4,162185,4.5,3.0,56242,26457,13273,6567,7445,0.105,3118,664
