PRCCSID,Region,Discharges,DischargesStdErr,MeanCharges,MeanChargesStdErr,MedianCost,MeanCostStdErr,MeanLOS,MeanLOSStdErr,MedianCharges,MeanCost,MedianLOS
72,3,2805.000671,140.1115239,107512,7523.683178,17498,7523.683178,12.27985108,0.669366696,67198,26463,8
72,4,3319.997461,167.7826755,190627,10862.76674,29220,10862.76674,12.56024209,0.591826492,129223,43808,9
73,0,9654.995853,313.3443411,124538,5726.029041,19582,5726.029041,13.61936488,0.462725497,68045,33905,9
73,1,1460.000351,108.711411,109656,10828.53827,20491,10828.53827,14.25685046,1.241849552,65689,32475,10
73,2,2219.999682,168.2018325,86267,6911.421107,17372,6911.421107,12.3175581,0.676495436,52076,28359,9
73,3,3114.996962,186.2632797,103605,8295.628713,16540,8295.628713,13.79935908,0.828695114,56977,28620,9
73,4,2859.998858,152.9072901,191067,15019.11891,27003,15019.11891,14.10838607,0.966741524,115118,45876,9
74,0,88485.03731,3371.011101,56802,1196.468069,11202,1196.468069,3.409785451,0.082287547,41022,15112,2
74,1,23785.00142,1572.259621,52883,2651.903523,10308,2651.903523,3.295143978,0.163335708,36522,13737,2
74,2,16715.02357,1338.330075,50658,2224.658751,12120,2224.658751,3.661378734,0.178927071,37359,16129,2
74,3,37100.00795,2393.421412,58093,1685.671079,11183,1685.671079,3.42237052,0.129396966,43452,15023,2
74,4,10885.00437,1171.37615,71944,3895.161477,11653,3895.161477,3.231049074,0.220071853,49497,17186,2
75,0,50294.96043,845.0002344,122455,2733.051244,21157,2733.051244,12.80381941,0.202570617,72962,33493,9
75,1,9490.00312,405.0913545,134407,9439.372033,21390,9439.372033,13.35424148,0.494172896,73679,34432,9
75,2,12184.99679,436.5189208,100119,3482.646861,20973,3482.646861,12.16454838,0.36520817,64155,32269,9
75,3,20274.98543,510.3935525,119261,3327.311872,20080,3327.311872,13.2550565,0.338891533,74791,31272,9
75,4,8344.975092,314.4456137,150096,7634.989891,24212,7634.989891,12.0155835,0.457560492,89602,39936,8
76,0,198979.8582,2584.468199,39556,509.6091016,7685,509.6091016,5.183460775,0.032356791,27581,10415,4
76,1,38039.99999,1169.375496,41831,1335.826315,8294,1335.826315,5.604363433,0.081087,28647,11199,4
76,2,46919.97536,1187.309064,30710,681.4281492,7419,681.4281492,4.901747794,0.065259896,22847,9769,4
76,3,76504.94039,1689.357054,37120,681.9319612,7029,681.9319612,5.301025532,0.052066322,26830,9319,4
76,4,37514.94248,1023.917357,53880,1552.298736,9176,1552.298736,4.869253823,0.068183406,38121,12790,4
77,0,17579.99762,403.314659,49580,1514.383802,8934,1514.383802,5.84869203,0.118528519,33286,13057,4
77,1,3095.000865,165.1507348,48758,2727.547674,9087,2727.547674,6.148626948,0.246964395,31662,13274,4
77,2,3440.001605,176.5799951,38067,1794.21601,8996,1794.21601,5.755813927,0.207203298,27546,11858,4
77,3,6145.000356,210.4255855,44068,2086.417217,7957,2086.417217,6.130187463,0.234386183,30115,11957,4
77,4,4899.994797,244.8030378,66286,4117.630899,10657,4117.630899,5.371428758,0.221742851,45196,15306,4
78,0,237669.851,3494.402983,85108,1021.961704,17026,1021.961704,8.722335038,0.057144897,57943,23675,6
78,1,47499.99407,1664.32183,87514,3105.264868,17063,3105.264868,8.90104343,0.126232161,56657,23928,6
78,2,59794.9636,1855.256722,71830,1295.147509,17481,1295.147509,8.339076519,0.099433002,52303,23409,6
78,3,97199.97528,2110.06836,86890,1495.988357,15986,1495.988357,9.072276852,0.100254447,58665,22514,6
78,4,33174.91807,1243.591199,100717,2908.94845,19332,2908.94845,8.132027303,0.130407868,69873,27376,6
79,0,799.9991112,68.04129371,72358,9858.302361,11848,9858.302361,5.537501018,0.434052144,42872,18072,4
79,1,135.0002347,29.74432787,50206,7378.888877,13119,7378.888877,5.592596149,0.708693012,38604,15980,5
79,2,154.9996046,28.3230784,46649,9003.111173,11016,9003.111173,5.322583192,0.929312299,33352,15918,4
79,3,319.9997032,43.69932776,64733,10204.78815,10558,10204.78815,5.406248171,0.62510792,40651,15363,4
79,4,189.9995686,32.14132221,124691,37140.27813,15173,37140.27813,5.894739695,1.182330984,58880,26422,4
80,0,201729.8616,3008.746122,37363,391.5129312,8404,391.5129312,2.828532908,0.023112474,30304,10211,2
80,1,43185.01539,1407.379964,32335,844.1496367,7479,844.1496367,2.608196361,0.044702606,25519,9087,2
80,2,35989.98978,974.9866358,31725,472.0809055,8969,472.0809055,3.012781396,0.050582228,26812,10874,2
80,3,73034.95891,1900.183614,38204,601.2475507,8032,601.2475507,3.010953503,0.039483027,31457,9572,2
80,4,49519.8975,1584.467783,45041,1095.90663,9456,1095.90663,2.617729875,0.048185291,37348,11767,2
81,0,5494.996021,183.3601187,34886,993.6672633,7042,993.6672633,4.120108631,0.118921744,26445,9426,3
81,1,964.999835,76.2197147,35698,3016.947801,6681,3016.947801,4.362692212,0.332802796,24051,10331,3
81,2,1214.999547,86.58335544,29010,1630.081788,7744,1630.081788,4.358024802,0.237854537,21852,9756,4
81,3,2569.997652,127.7458735,35017,1262.300421,6720,1262.300421,4.132294269,0.160594894,27946,8374,3
81,4,744.9989879,63.21236085,43235,3344.80755,8172,3344.80755,3.375841562,0.350159436,33430,11527,2
82,0,11564.99409,364.4835845,50055,1293.076461,10529,1293.076461,5.663209699,0.129817042,37447,13395,4
82,1,2479.998918,179.4367563,48963,2561.02512,10967,2561.02512,5.554437205,0.220040601,37764,13351,5
82,2,2669.99903,197.2996313,40677,2292.210994,9786,2292.210994,5.464421228,0.280583593,30538,12593,4
82,3,4094.998763,189.4025652,48227,2219.169796,9916,2219.169796,5.952382642,0.247584789,36705,12533,5
82,4,2319.997374,160.7801531,65766,3026.089402,12179,3026.089402,5.497846516,0.256020804,50344,15993,4
83,0,31634.98581,702.0124863,61219,1246.146977,11662,1246.146977,7.304092867,0.089475566,41846,16317,6
83,1,5775.006588,310.0909376,71767,3651.474438,13411,3651.474438,7.935927352,0.232498371,47727,18670,6
83,2,7324.995749,373.4244713,49028,1808.320218,11254,1808.320218,6.754946219,0.159200014,35087,15219,5
83,3,13039.98927,428.9738457,56027,1652.641524,10440,1652.641524,7.567868514,0.143800687,40297,14502,6
83,4,5494.994197,270.5563624,79248,3590.145802,13777,3590.145802,6.746133576,0.200815882,54396,19755,5
84,0,318144.768,3785.083967,49250,491.6480848,10487,491.6480848,4.214823793,0.023146474,37574,13090,3
84,1,57449.9953,1517.488987,46039,1173.182349,9961,1173.182349,4.26814529,0.048394446,33631,12461,3
84,2,66124.97493,1479.505974,41907,676.3025394,11155,676.3025394,4.230095737,0.044813254,33617,13553,3
84,3,136734.9446,2694.873431,49905,718.2323594,9970,718.2323594,4.360587639,0.03608246,38962,12108,3
84,4,57834.85313,1603.997216,59689,1612.294717,11726,1612.294717,3.799776693,0.061175122,44565,15673,3
85,0,28749.98053,461.5501544,54799,1776.727268,8669,1776.727268,5.296697336,0.17113353,30819,14469,2
85,1,6910.002379,260.2130621,56030,3757.793313,8267,3757.793313,5.661363385,0.393504494,28713,14499,3
85,2,5919.997094,186.332543,40166,1756.668089,8822,1756.668089,4.697630379,0.270583905,26650,13008,3
85,3,10839.99221,279.958599,51442,1983.924213,8239,1983.924213,5.196495355,0.241540048,32145,12855,3
85,4,5079.988845,179.5022941,78001,7461.311808,10029,7461.311808,5.712607712,0.537638619,38373,19789,2
86,0,122484.9209,2061.593315,60367,916.3220279,11558,916.3220279,4.991509625,0.06123296,41275,16389,3
86,1,23115.00871,879.7656205,56595,2236.887064,10677,2236.887064,4.927753765,0.114256891,36863,15251,3
86,2,27834.99046,902.8232173,53290,1840.36119,12141,1840.36119,5.137776159,0.124437171,37059,17273,4
86,3,46459.98324,1109.840938,60781,1252.610981,10897,1252.610981,5.377179603,0.094060297,41216,15653,4
86,4,25074.93847,1195.551246,71755,2570.491149,12944,2570.491149,4.173482719,0.145641201,51610,17985,3
87,0,11694.99229,379.2601383,62794,2236.473389,11555,2236.473389,5.025225782,0.13179469,41437,16396,3
87,1,1864.997416,127.7733324,49670,3509.026598,10120,3509.026598,5.072389916,0.313671781,32236,13877,3
87,2,2034.998694,115.5395899,48876,2655.652986,11155,2655.652986,5.13759749,0.283327287,31225,15957,3
87,3,3164.998273,156.5898837,55238,3384.471776,10271,3384.471776,5.543445261,0.30988181,37868,14259,3
87,4,4629.997904,299.4034727,81290,4744.503172,13770,4744.503172,4.602590381,0.179223655,57064,19405,3
88,0,174824.8895,2849.067311,49395,855.6413039,8945,855.6413039,6.51748875,0.043624183,31842,13180,5
88,1,34680.01488,1320.039884,57389,2611.061066,10150,2611.061066,7.216262466,0.098425321,36039,14958,5
88,2,39199.9719,1448.818934,39205,1004.042289,8661,1004.042289,6.061989455,0.067541497,27213,12158,5
88,3,67634.9456,1803.93875,44617,1086.241253,7969,1086.241253,6.54365295,0.076687354,29447,11680,5
88,4,33309.95715,1010.647282,63359,2375.285046,10531,2375.285046,6.272891089,0.101869949,41187,15706,4
89,0,10549.98893,333.076235,99369,3953.781409,14783,3953.781409,8.69525761,0.273175732,51695,26822,5
89,1,1825.001126,141.5693675,106350,11134.5282,14509,11134.5282,8.81643987,0.790018263,53544,26240,5
89,2,2204.994947,126.6018064,80638,5907.501152,15032,5907.501152,8.408161813,0.618785175,45431,25753,5
89,3,4334.994937,236.9140274,88443,5366.6811,13480,5366.6811,8.740481292,0.403869296,47458,23718,5
89,4,2184.997921,136.9000319,135898,11041.83489,18490,11041.83489,8.794041495,0.519855029,69784,35042,5
90,0,73519.97083,1254.240376,83564,1620.050596,15231,1620.050596,8.461030803,0.092190362,54212,21790,6
90,1,11230.00044,452.0591337,82377,4225.623553,15236,4225.623553,9.401158132,0.242866921,50731,22151,7
90,2,13919.99008,406.7799726,67499,1731.256219,16005,1731.256219,9.105603636,0.152841551,47392,22295,7
90,3,23209.99124,501.7868504,78248,1670.442763,14436,1670.442763,9.455838106,0.153373007,52821,19849,7
90,4,25159.98907,975.4493691,98881,3897.040807,15619,3897.040807,6.767089427,0.149217362,62651,23267,4
91,0,18969.99439,556.9640168,39174,1272.440354,7031,1272.440354,4.989455607,0.113026338,25213,10115,4
91,1,2615.002316,225.2832795,40455,2897.291911,7295,2897.291911,5.544930064,0.451691225,23720,10920,4
91,2,4399.997055,221.5409493,31503,1499.518036,6632,1499.518036,4.864772284,0.152395881,21540,9353,4
91,3,7989.996762,384.6484571,35022,1558.883611,6376,1558.883611,5.122025688,0.192335197,23559,8952,4
91,4,3964.998254,249.8430151,57487,4489.722141,9156,4489.722141,4.494324178,0.17300324,38297,13164,3
92,0,3719.998363,162.8109172,65503,4159.145604,10293,4159.145604,7.651882767,0.445455614,33272,17909,5
92,1,554.9992719,56.89808462,86411,17269.94634,11707,17269.94634,9.585595287,1.875178152,35813,26849,6
92,2,834.999767,79.20221331,41257,4191.950641,8913,4191.950641,5.760484411,0.46684226,28999,12683,4
92,3,1519.999226,111.2249167,54460,4911.038041,9678,4911.038041,7.263156566,0.503999219,32289,13941,5
92,4,810.0000976,68.01492503,98880,10441.78539,15331,10441.78539,9.006168615,1.174203245,58025,25040,5
93,0,118139.9182,1691.595883,50018,770.3837253,9041,770.3837253,5.821594734,0.056818307,32408,13235,4
93,1,21465.0088,703.1913898,55174,1923.709517,10297,1923.709517,6.292566465,0.147137135,35818,14715,4
93,2,27764.98295,880.6793975,39634,960.4019313,8838,960.4019313,5.364913237,0.083282578,27809,12239,4
93,3,48394.96417,1092.490894,46905,1093.847229,8142,1093.847229,5.812376849,0.082587508,31534,11716,4
93,4,20514.96231,630.7820113,66502,2632.265909,10738,2632.265909,5.968555385,0.180218572,39944,16759,4
94,0,127349.952,3768.594421,70328,1488.420996,12764,1488.420996,5.213277621,0.109165734,44628,19272,2
94,1,28574.99725,1851.041636,64290,3948.237496,11147,3948.237496,4.876794822,0.260860349,35602,17544,2
94,2,28149.99302,1699.434,63158,2475.067445,13661,2475.067445,5.320780241,0.208027625,42713,20048,3
94,3,49099.98498,2494.440734,68342,1923.139916,12492,1923.139916,5.249284544,0.169969514,46670,17766,2
94,4,21524.97673,1290.596095,93540,4494.831487,14397,4494.831487,5.437165217,0.26401493,55142,24361,2
95,0,86389.94139,1282.17132,39674,579.8752508,7764,579.8752508,4.939171147,0.046370646,27597,10438,4
95,1,17195.00036,577.8972087,43971,1574.946757,8376,1574.946757,5.406512842,0.101940754,28934,11593,4
95,2,21989.99006,615.906217,31078,587.2049055,7686,587.2049055,4.696224907,0.070126096,23744,9804,4
95,3,32529.97129,840.7724138,38161,948.8317207,7117,948.8317207,5.045035423,0.089111685,27256,9459,4
95,4,14674.97967,473.0321226,51342,1653.616195,8998,1653.616195,4.520954752,0.096527232,35994,12304,3
96,0,122554.9012,2286.540048,67300,1106.428749,11710,1106.428749,7.168095465,0.069355466,40237,18227,5
96,1,23835.00541,978.4559692,66917,3039.293927,11603,3039.293927,7.347880096,0.158349803,39271,17728,5
96,2,28144.97243,1450.084779,53131,1366.010539,11432,1366.010539,6.724995272,0.135393742,34864,17172,5
96,3,46324.9667,1288.946979,63856,1547.619057,10675,1547.619057,7.417701638,0.121355498,38913,16490,5
96,4,24249.9567,711.870161,92311,3262.201821,15273,3262.201821,7.028869495,0.14395789,56299,23667,5
97,0,21399.98607,535.6409344,67116,1654.506033,12440,1654.506033,6.892524814,0.117235358,47107,17275,5
97,1,4395.001792,266.8533416,68069,3205.930898,13020,3205.930898,7.533562152,0.264397141,47714,17939,6
97,2,4359.99713,243.946458,51459,2468.00384,11451,2468.00384,6.618121233,0.262232783,37723,15579,5
97,3,7214.992305,270.9079055,59313,1793.752108,11429,1793.752108,7.058905635,0.163930073,43088,14932,6
97,4,5429.994848,287.749087,90644,4792.833032,14422,4792.833032,6.37292989,0.270981587,61449,21471,4
98,0,114324.9339,2181.732851,54552,793.1609982,10989,793.1609982,5.784168039,0.046190812,39307,14396,4
98,1,24029.99367,1034.682877,56436,1979.495331,11620,1979.495331,6.330421769,0.1202445,39394,15355,5
98,2,25124.97698,1146.101965,43994,1167.012588,10389,1167.012588,5.635223947,0.09570898,33145,13569,4
98,3,37994.97868,1125.582334,51047,1180.461305,10017,1180.461305,5.987497565,0.08066455,37700,13029,4
98,4,27174.9846,1053.045238,68780,1949.301794,12770,1949.301794,5.154553779,0.076697524,52032,16411,4
99,0,88974.94176,2809.785855,105794,2717.403303,18306,2717.403303,9.599438458,0.12342632,63348,28919,6
99,1,17555.00026,1517.108915,108257,8333.104876,18507,8333.104876,9.28254216,0.292773473,66089,27803,6
99,2,19519.992,1308.260156,87768,3074.08956,18581,3074.08956,9.036115951,0.235651018,58667,27785,6
99,3,34374.96635,1772.578346,96083,2903.279365,16925,2903.279365,10.1997091,0.206259476,59711,26323,6
99,4,17524.98315,860.0572431,144753,8628.319961,21088,8628.319961,9.366906547,0.230207839,78091,36928,6
100,0,23655.00927,567.65647,45924,864.3413924,9290,864.3413924,5.631156245,0.096293922,32747,12140,4
100,1,4605.013442,226.1819534,44152,1923.514527,9518,1923.514527,6.238875375,0.23760823,29573,12284,5
100,2,5619.999598,282.4422881,37198,1235.673316,9167,1235.673316,5.786474905,0.170940523,27827,11695,5
100,3,7735.001499,304.026006,44572,1421.553958,8802,1421.553958,6.257269566,0.176072646,31936,11479,5
100,4,5694.994726,314.4362153,58752,2178.607615,10306,2178.607615,4.136083211,0.154962722,44078,13474,3
101,0,76864.97576,1331.929828,40529,563.0055881,8038,563.0055881,4.000845363,0.044673638,29210,10724,2
101,1,17599.99763,677.1149241,40690,1383.414752,8045,1383.414752,4.197726882,0.094525447,27198,11004,2
101,2,18609.99882,561.1878345,34573,935.7924138,8039,935.7924138,3.906770542,0.08391611,25453,10792,2
101,3,30220.00621,847.30411,40863,757.3334546,7661,757.3334546,4.097285402,0.072145456,30677,9930,3
101,4,10434.97311,531.6920226,50023,2025.429492,9113,2025.429492,3.557260078,0.125141249,35172,12509,2
102,0,75754.96643,1248.93921,39134,734.7656763,7757,734.7656763,3.945944439,0.040419896,28047,10308,3
102,1,16309.99754,595.0973616,37738,1171.343781,7696,1171.343781,3.974861717,0.079063153,26627,10180,3
102,2,18299.99304,608.4368885,30479,706.7723743,7380,706.7723743,3.66666749,0.081794726,23240,9458,3
102,3,28294.99543,775.4241002,38612,798.8179187,7350,798.8179187,4.190669441,0.068248514,29053,9574,3
102,4,12849.98042,483.9734476,55685,3481.141302,9790,3481.141302,3.768094574,0.098353031,39594,13595,2
103,0,36614.97676,851.2332369,62697,1131.343859,12586,1131.343859,6.20934101,0.094076543,43961,16591,4
103,1,8650.003541,404.90201,71157,2779.224849,13151,2779.224849,7.001736145,0.217697317,46600,17951,5
103,2,8889.990026,449.0645029,53007,1800.65612,12431,1800.65612,5.604613662,0.16357773,40087,16147,4
103,3,12854.99012,496.3614543,57911,1533.531389,11930,1533.531389,6.341110276,0.170320143,43096,15160,4
103,4,6219.993072,335.587194,75252,3532.044647,13760,3532.044647,5.699357606,0.190322975,50683,18398,4
104,0,58474.95911,1935.413838,61144,1224.668551,13588,1224.668551,4.426506447,0.061152626,46505,16864,3
104,1,12374.99762,820.0018251,63610,3286.887669,13016,3286.887669,4.460605044,0.158837345,44813,16703,3
104,2,14214.99222,1009.838261,54931,1425.303243,14419,1425.303243,4.322546266,0.096770414,45782,17227,3
104,3,24144.98178,1322.632921,60147,1947.537764,12745,1947.537764,4.555186364,0.104897892,45454,15788,3
104,4,7739.987498,551.6272036,72080,3758.278392,15747,3758.278392,4.161499412,0.114128004,55142,19963,3
105,0,14709.99069,1296.776576,196530,6610.722749,48456,6610.722749,6.81883025,0.206881095,167754,56952,5
105,1,2995.003434,502.6389633,200595,11591.69094,42054,11591.69094,6.58430689,0.380872225,168872,50436,5
105,2,3904.993854,643.6018365,198737,10245.42546,54041,10245.42546,6.727268455,0.370757115,174124,61297,5
105,3,6004.998207,912.3618047,185349,10893.22858,46427,10893.22858,7.064946318,0.342694861,159817,53541,5
105,4,1804.995197,427.0318193,222244,26622.00492,57007,26622.00492,6.58726175,0.667356136,172849,69782,5
106,0,5739.997634,258.6385387,37233,1387.114659,7965,1387.114659,1.695122425,0.058083151,28996,9536,1
106,1,1120.000186,134.597626,26381,2617.878749,6610,2617.878749,1.374999867,0.084249219,20575,7366,1
106,2,804.9986624,74.63750953,28312,1546.037621,7842,1546.037621,1.795031831,0.104465175,23088,9315,2
106,3,1534.997814,135.7541385,32135,2453.454049,6915,2453.454049,1.970685967,0.174402643,26093,8882,1
106,4,2280.000971,157.4084776,50547,2583.552158,10015,2583.552158,1.631579011,0.062467673,43180,11321,1
107,0,6639.997362,276.8253008,40857,1356.374736,8595,1356.374736,3.343373916,0.127702294,32095,10259,2
107,1,830.0011788,95.30313078,31419,2594.568585,8116,2594.568585,3.421687344,0.285894864,22909,9822,2
107,2,1220.000136,100.8202882,31226,1502.097426,8748,1502.097426,2.901640234,0.206472012,27625,10132,2
107,3,3240.000552,205.8080178,44131,2342.301565,8345,2342.301565,3.742283354,0.224265475,34689,10102,2
107,4,1349.995495,122.5882936,47765,2650.722667,9417,2650.722667,2.737037165,0.18190776,39467,11056,2
108,0,67689.99967,3895.14849,33928,1139.81469,6973,1139.81469,5.083910359,0.070306625,23510,9300,4
108,1,12395.01041,1922.757085,33759,2873.336252,7734,2873.336252,5.549414156,0.171009888,22848,10392,4
108,2,14860.01841,1550.351167,27234,1544.417533,6449,1544.417533,4.999661141,0.119641711,20179,8191,4
108,3,26260.03573,2714.110429,30760,1561.125115,6191,1561.125115,5.057498416,0.131222016,21977,7948,4
108,4,14174.93512,1305.834135,50068,2892.609157,9431,2892.609157,4.814110116,0.105409764,35645,12670,4
109,0,11224.99721,404.5254991,46738,1357.925852,9257,1357.925852,4.790648652,0.164076553,32429,12863,3
109,1,2115.002474,192.3538151,47080,4473.336562,9374,4473.336562,4.680861504,0.51151419,30338,13432,2
109,2,2634.999896,183.7093907,39079,1615.122117,9440,1615.122117,4.897532123,0.230250802,29483,12519,3
109,3,4339.997588,251.9724033,45196,1920.03528,8441,1920.03528,5.214287391,0.287396515,32129,11688,3
109,4,2134.997249,171.4691137,59698,3397.714416,11433,3397.714416,3.906324821,0.254445202,42732,15291,2
110,0,19824.99637,645.1451875,61028,1434.679332,11351,1434.679332,7.536695719,0.127051166,40152,16576,6
110,1,3645.004357,221.2801232,69787,4029.627107,12167,4029.627107,7.876542299,0.307688003,42113,18042,6
110,2,4509.996265,307.9941144,53618,2544.24425,11354,2544.24425,7.131929297,0.211616758,36017,16424,6
110,3,8294.998354,473.0694638,59570,2287.962465,10792,2287.962465,8.034960477,0.220417371,39085,16037,6
110,4,3374.997392,220.4366755,65032,2970.475111,11600,2970.475111,6.485923775,0.232124477,46306,16514,5
111,0,42340.00937,913.730276,34035,702.7368028,6291,702.7368028,4.673593639,0.072330582,22082,9056,3
111,1,8490.003601,358.119491,39022,1735.571384,7205,1735.571384,5.397523765,0.184919212,24876,10438,4
111,2,9139.98652,420.7546736,26141,878.8215965,5657,878.8215965,4.38895251,0.126334616,17704,8136,3
111,3,14184.99151,485.6183734,29906,1038.207301,5745,1038.207301,4.689812365,0.111668005,19623,7987,3
111,4,10525.02774,542.0274417,43100,1888.53764,6870,1888.53764,4.314961256,0.159545075,28052,10273,3
112,0,39959.96272,1375.877467,74670,1743.38636,15277,1743.38636,6.398649483,0.108585348,50886,21021,5
112,1,7780.000567,579.7221139,78338,4093.975563,14978,4093.975563,6.708867618,0.199718314,49819,21391,5
112,2,9869.988294,769.0932833,65038,2753.116794,16049,2753.116794,6.201116763,0.19184043,47730,20781,5
112,3,14394.98837,868.3374789,69258,2418.231541,14080,2418.231541,6.64883617,0.209901811,49383,18878,5
112,4,7914.985491,459.8332524,93917,5642.587572,16391,5642.587572,5.885030594,0.229269981,60419,25113,4
113,0,28994.97609,760.4365175,35559,695.558259,6842,695.558259,3.579610336,0.073439432,25208,9223,2
113,1,7694.997795,469.0259118,31377,1253.55198,6369,1253.55198,3.371020419,0.148241057,20951,8681,2
113,2,5369.998971,272.0612463,30083,905.0573567,7261,905.0573567,3.948791666,0.162095345,22965,9483,2
113,3,10614.99337,434.2527235,37790,1180.234403,6613,1180.234403,3.993868572,0.124684014,27524,8883,2
113,4,5314.985958,309.3309581,43262,2111.901726,7736,2111.901726,2.682033135,0.136511646,31327,10543,1
114,0,56984.93011,2335.889048,44948,946.2438681,11344,946.2438681,1.976221822,0.034273493,39322,12578,1
114,1,11754.98883,956.5127626,44542,2234.98512,10484,2234.98512,2.027222597,0.073953475,35328,12007,1
114,2,15059.9894,967.7980641,42048,1316.294619,12392,1316.294619,1.959163401,0.05876692,38210,13413,1
114,3,23124.96943,1774.728044,45962,1760.038459,10635,1760.038459,1.952648476,0.059433111,40891,11718,1
114,4,7044.98245,674.6615861,48427,2090.640437,12824,2090.640437,2.004968385,0.086914995,44102,14647,1
115,0,893699.6674,19189.94843,6905,162.2431547,1122,162.2431547,2.689901474,0.019306545,3538,2024,2
115,1,165239.8883,8192.01676,10181,510.5582309,1566,510.5582309,2.968440708,0.039412796,5261,2718,2
115,2,282079.883,9480.854915,6283,204.0395569,1234,204.0395569,2.652616016,0.031666552,3615,2069,2
115,3,362595.0073,13420.71302,5567,202.7462505,866,202.7462505,2.661605569,0.033587965,3004,1584,2
115,4,83784.88875,5580.576508,8416,712.6307541,1167,712.6307541,2.388554046,0.046343636,4032,2437,2
116,0,1514.998669,91.04498211,53207,2799.072224,10234,2799.072224,6.485145932,0.294654037,39475,13729,5
116,1,304.9999156,39.70792231,65007,8972.743824,11748,8972.743824,7.147537371,0.832382919,38625,14235,5
116,2,369.9993392,45.53199264,47988,4637.167828,12322,4637.167828,6.90540849,0.592986134,41282,14712,6
116,3,644.9997088,59.34542757,50466,3791.402872,8934,3791.402872,6.341080767,0.416992505,38205,13164,5
116,4,194.9997058,33.42794558,53186,5690.631582,11099,5690.631582,5.128199208,0.566599343,44402,13043,5
117,0,9604.989903,235.7592401,46184,1734.394251,7485,1734.394251,5.827082751,0.171864339,26977,12201,4
117,1,1669.999244,94.847516,49029,6548.089085,7648,6548.089085,5.840842425,0.633276101,26015,12743,4
117,2,2144.999668,107.3801665,36995,2538.980361,7491,2538.980361,5.335663174,0.285952235,22053,11768,4
117,3,4299.994914,158.311254,44680,1968.513506,6919,1968.513506,5.952320404,0.200313005,26586,11199,4
117,4,1489.996077,99.96706805,61185,4923.368397,9549,4923.368397,6.15773041,0.47230913,37428,15313,4
118,0,14024.98694,366.3093096,47287,1351.673317,8622,1351.673317,4.13261966,0.114147157,31476,12406,2
118,1,3089.998048,168.0346367,46389,3295.961716,8179,3295.961716,3.810681224,0.228015191,28497,11603,2
118,2,2469.99697,149.3315108,38819,3146.118316,8613,3146.118316,4.28542457,0.267725838,25958,12405,2
118,3,5369.994811,233.0731172,45592,1775.909972,8243,1775.909972,4.50465515,0.196418493,31970,11652,3
118,4,3094.997115,171.2422058,58901,3243.986086,9945,3243.986086,3.686587847,0.230658412,40525,14756,2
119,0,54154.97442,1505.2098,50000,1096.017944,10031,1096.017944,3.484165921,0.046967176,38132,12799,2
119,1,6924.993387,421.6710168,47830,2466.746137,9660,2466.746137,3.90902594,0.141861377,33294,12792,3
119,2,10145.00086,492.7835366,40534,1312.742049,9907,1312.742049,3.697879728,0.093053193,31921,12690,3
119,3,16579.98954,972.0060127,42975,1238.842088,8757,1238.842088,3.861278306,0.080154628,32905,11223,3
119,4,20504.99064,948.7986045,61991,2359.603716,11557,2359.603716,2.93001795,0.065872652,49671,14248,2
120,0,13339.99697,355.7696248,37842,803.3533774,8034,803.3533774,2.690405038,0.056249959,29872,9682,2
120,1,2529.999182,163.2022766,31978,1332.130026,7272,1332.130026,2.304347763,0.101534636,24851,8605,2
120,2,2094.999456,120.9389742,29493,834.7113629,8735,834.7113629,2.599046238,0.107295558,26516,9547,2
120,3,4189.998518,197.1112194,39430,1757.745646,7587,1757.745646,3.045346154,0.130099976,28843,9773,2
120,4,4524.99981,215.5411203,43931,1411.10022,8952,1411.10022,2.619889783,0.080513344,36802,10313,2
121,0,34585.02371,1844.413887,29377,913.0199013,5997,913.0199013,2.886367362,0.043115613,25265,7169,3
121,1,1194.998062,159.6865231,21268,1863.523192,5556,1863.523192,2.489540074,0.08633572,15929,6219,2
121,2,1769.997963,153.9809736,17070,565.3848183,6077,565.3848183,2.322032977,0.075170886,15614,6875,2
121,3,4324.986973,501.7651822,17506,512.9221674,4823,512.9221674,2.219653527,0.045878456,16188,5158,2
121,4,27295.04071,1760.93281,32795,1108.539888,6274,1108.539888,3.045979039,0.050794131,28566,7598,3
122,0,9304.995167,260.9541457,29001,480.4543871,6848,480.4543871,1.639978262,0.032234396,25729,7607,1
122,1,2235.001186,131.1774149,26884,1246.920809,6226,1246.920809,1.530199385,0.07596279,22592,6998,1
122,2,1585.000523,96.80026663,25957,804.9001633,7260,804.9001633,1.687696663,0.078297789,23630,8355,1
122,3,4054.997547,179.607801,29740,674.135805,6656,674.135805,1.743526822,0.044192212,26143,7217,2
122,4,1429.995911,96.23044319,33675,1106.430043,7711,1106.430043,1.465035855,0.075783526,31425,8887,1
123,0,8095.004599,404.3270051,44733,1681.612974,8980,1681.612974,2.234712353,0.060729583,36717,10676,2
123,1,785.0005839,71.03368365,31064,2586.420216,7048,2586.420216,2.261146851,0.210364941,21390,8037,1
123,2,645.0004784,56.31931117,31642,2072.27424,8709,2072.27424,2.81395184,0.248542403,25758,10576,2
123,3,1325.000036,91.19705316,34039,1545.718693,7279,1545.718693,2.543394956,0.155971759,28774,8410,2
123,4,5340.003501,383.3350695,51840,2578.726639,10045,2578.726639,2.084269512,0.068668008,42600,11779,2
124,0,211049.8466,3942.473664,35786,489.1015007,8359,489.1015007,2.453078725,0.021544394,28503,10122,2
